"chamber","month","year","leaf","type","Photo","Cond","Ci","Trmmol","VpdL","CTleaf","xsi","Delta","Ci.Ca","gm","gm.bar.1.","id","temp","ID","drydown","Cc"
"ch03","Mar",2014,"shade","high",13.78290897,0.17752487,254.0135575,2.037905499,1.213308097,22.89833069,"15.16326716",13.9280469,0.649439923,0.203687758,0.200340637,"g","ambient","shade-high","control",186.346707487345
"ch03","Mar",2014,"shade","low",9.253121443,0.104908149,244.9502079,1.229067815,1.207796499,23.10854912,"19.68569144",13.04317542,0.617404651,0.137796235,0.135553641,"g","ambient","shade-low","control",177.799451255597
"ch03","Mar",2014,"shade","low",9.338055876,0.106921265,246.0554247,1.262410034,1.218097245,23.14812469,"19.50795168",14.193471,0.620470111,0.184889855,0.181868991,"g","ambient","shade-low","control",195.549376782985
"ch03","Jan",2014,"sun","high",18.64849015,0.181166559,200.4158387,2.439892723,1.418765352,25.04316139,"10:23:40",12.31162795,0.526,0.186228183,0.183,"s","ambient","sun-high","control",100.277987116064
"ch03","Jan",2014,"shade","high",19.6121857,0.328550851,265.300912,4.252616179,1.429573779,25.15030861,"11:10:20",11.15191546,0.703,0.268402611,0.264,"s","ambient","shade-high","control",192.230886239334
"ch03","Jan",2014,"shade","high",19.65659062,0.337442542,267.6179593,4.277692856,1.404127941,25.03742409,"11:11:40",11.09240916,0.709,0.222075041,0.219,"s","ambient","shade-high","control",179.104677791701
"ch03","Jan",2014,"shade","low",11.36282605,0.199556534,290.4271642,2.797173561,1.486733552,24.85824394,"10:43:40",19.1118087,0.735,0.478994441,0.472,"s","ambient","shade-low","control",266.70491384094
"ch03","Feb",2014,"shade","high",18.64423662,0.348393955,281.1899008,2.622420342,0.834,20.92240906,"11.29509338",16.16269459,0.739567464,0.275574501,0.273370758,"m","ambient","shade-high","control",213.534016266619
"ch03","Feb",2014,"shade","high",18.63330197,0.355733909,283.0060941,2.633287756,0.822,20.87809372,"11.33426727",17.49875674,0.744457293,0.370149489,0.367202918,"m","ambient","shade-high","control",232.666157064453
"ch03","Jan",2014,"shade","low",11.35615148,0.201777105,291.4485593,2.790800241,1.467927068,24.86772156,"10:42:20",19.28737416,0.738,0.196631975,0.194,"s","ambient","shade-low","control",233.695228591706
"ch03","Jan",2014,"sun","high",18.21140102,0.172561576,196.9020426,2.473584761,1.504974035,25.53626442,"10:21:00",12.60709013,0.516,0.277454963,0.273,"s","ambient","sun-high","control",131.264719615801
"ch03","Jan",2014,"shade","low",11.29920852,0.194060619,288.6316003,2.801005886,1.528259047,24.89073563,"10:46:20",19.08772932,0.73,0.228770228,0.225,"s","ambient","shade-low","control",239.240520792924
"ch03","Jan",2014,"shade","low",11.29250401,0.189972781,286.775519,2.781577926,1.548377888,24.894907,"10:47:40",19.20464797,0.725,0.256691322,0.253,"s","ambient","shade-low","control",242.78297604212
"ch03","Jan",2014,"sun","high",17.60566136,0.168739022,199.8484828,2.510751796,1.559751509,25.83811951,"10:19:40",12.65009473,0.522,0.24729082,0.244,"s","ambient","sun-high","control",128.654326219501
"ch03","Feb",2014,"shade","high",18.7189955,0.365634189,284.7447062,2.660616913,0.811,20.85392761,"11.16563822",13.94830507,0.749358927,0.18277439,0.181323245,"m","ambient","shade-high","control",182.328850783932
"ch03","Jan",2014,"sun","high",18.38855841,0.177437907,199.6205418,2.460483037,1.458591925,25.28387642,"10:22:20",12.46881984,0.524,0.210990364,0.208,"s","ambient","sun-high","control",112.466995726209
"ch03","Jan",2014,"sun","high",18.69032342,0.184462773,203.0210296,2.406607961,1.376283815,24.77583504,"10:25:00",11.85945781,0.533,0.219424835,0.216,"s","ambient","sun-high","control",117.842324008174
"ch03","Jan",2014,"shade","low",11.37158581,0.19593227,288.7940258,2.782074002,1.504342649,24.83346367,"10:45:00",19.09748409,0.73,0.173276444,0.171,"s","ambient","shade-low","control",223.167183815639
"ch04","Dec",2013,"shade","high",16.95922701,0.248087794,230.7509135,6.374857452,2.675168595,34.36634064,"12.18211091",13.13564897,0.638508353,0.285635809,0.286035427,"aa","elevated","shade-high","control",171.377310906636
"ch04","Mar",2014,"sun","high",16.31947684,0.197598988,240.2092133,2.290855548,1.226817107,25.0230484,"13.17037742",12.66702599,0.62168917,0.213740697,0.210568007,"g","elevated","sun-high","control",163.857460596583
"ch04","Mar",2014,"shade","low",9.866158646,0.104372838,232.910601,1.27745089,1.25423678,25.85261917,"18.5102873",12.74705528,0.58926062,0.158367202,0.155932505,"g","elevated","shade-low","control",170.611346347512
"ch04","Mar",2014,"sun","high",15.28160281,0.153747913,214.1764157,2.240083675,1.51767971,26.45428848,"13.14642678",11.68834847,0.552112501,0.233158248,0.22965958,"g","elevated","sun-high","control",148.634651936189
"ch04","Mar",2014,"shade","low",9.709617215,0.101797383,231.7445528,1.27551887,1.282767948,25.96389961,"18.74482836",12.28278141,0.585923789,0.142783399,0.140591578,"g","elevated","shade-low","control",163.742128967801
"ch04","Mar",2014,"sun","high",15.30619643,0.152910197,213.6617569,2.126699775,1.449083046,26.05670738,"13.60401283",11.83742219,0.550377235,0.242578263,0.238929014,"g","elevated","sun-high","control",150.56378496836
"ch04","Mar",2014,"sun","high",15.17381262,0.145361204,207.1754622,2.068620261,1.478402561,26.32250023,"13.57072011",11.94052765,0.533140807,0.273896209,0.269772947,"g","elevated","sun-high","control",151.775598596923
"ch04","Mar",2014,"sun","high",15.43813567,0.156999502,215.852734,2.20848179,1.467321821,26.19068909,"13.32963638",12.23838344,0.556686036,0.260166186,0.256257223,"g","elevated","sun-high","control",156.513217564916
"ch04","Oct",2013,"shade","low",9.20667755,0.088332705,201.9236647,1.349689655,1.553805726,27.98360443,"21.92024343",13.30671161,0.530768049,0.396888206,0.390491066,"ff","elevated","shade-low","control",178.726508899407
"ch04","Oct",2013,"shade","low",9.267412737,0.088553678,201.2636857,1.346243201,1.546116093,27.94631195,"22.03291527",12.10039498,0.529024896,0.225459659,0.221831225,"ff","elevated","shade-low","control",160.159158273211
"ch04","Oct",2013,"shade","low",9.397013211,0.088461722,198.7176154,1.340585685,1.540991729,27.91543961,"22.07879869",11.54808835,0.52236075,0.198123422,0.194965027,"ff","elevated","shade-low","control",151.287517958013
"ch04","Oct",2013,"sun","high",11.65769623,0.087433956,149.3675129,1.515225523,1.762292852,28.40572548,"17.26274935",8.531843467,0.397471587,0.229752681,0.22600594,"ff","elevated","sun-high","control",98.6273161838624
"ch04","Oct",2013,"sun","high",11.77321275,0.088807057,150.704504,1.483171964,1.699703307,28.11936569,"17.13107699",9.793761959,0.401109916,0.349414719,0.343716822,"ff","elevated","sun-high","control",117.010408961033
"ch04","Oct",2013,"sun","high",11.71072348,0.08924566,152.992487,1.473411282,1.680587406,28.03970528,"17.05276361",9.734808167,0.407150919,0.319673395,0.314464501,"ff","elevated","sun-high","control",116.359086588308
"ch04","Mar",2014,"shade","low",9.941718207,0.108556854,237.3802572,1.328800489,1.255887816,25.89141083,"18.28368586",11.58784959,0.600808197,0.118552477,0.116745843,"g","elevated","shade-low","control",153.521037565137
"ch04","Oct",2013,"shade","high",12.82906009,0.110884138,174.0044905,1.766982447,1.633523516,27.88171768,"15.99446178",9.974567731,0.467113826,0.240509019,0.236700079,"ff","elevated","shade-high","control",120.663205656125
"ch04","Oct",2013,"shade","high",13.0295094,0.113136082,174.6278116,1.795313517,1.627690651,27.91763687,"15.81146825",8.198994918,0.46897485,0.163726607,0.161138545,"ff","elevated","shade-high","control",95.046919778306
"ch04","Apr",2014,"shade","high",14.18025463,0.197633997,259.1562885,2.343394393,1.252735386,24.0512104,"13.59772637",15.61448625,0.669145505,0.273315679,0.270193749,"b","elevated","shade-high","control",207.273957117174
"ch04","Apr",2014,"shade","high",13.82084638,0.181205494,252.4763804,2.222218278,1.288945674,24.09378052,"13.45847506",14.74929484,0.651042861,0.238030875,0.235283927,"b","elevated","shade-high","control",194.413129655743
"ch04","Oct",2013,"shade","low",9.310220813,0.088619935,200.4447907,1.363722003,1.56490435,28.04363441,"22.1611505",11.81577185,0.526973362,0.208442583,0.205082609,"ff","elevated","shade-low","control",155.779153386342
"ch04","Apr",2014,"shade","high",13.82730826,0.184321738,254.4077355,2.235998374,1.276306518,24.02368927,"13.45786276",16.16555966,0.656225902,0.350209258,0.346194786,"b","elevated","shade-high","control",214.924746560856
"ch04","Dec",2013,"shade","low",8.219262242,0.138593668,267.1244187,3.860146514,2.802604975,33.92548752,"25.66455462",13.10688503,0.701072967,0.107823179,0.107972725,"aa","elevated","shade-low","control",190.895334024246
"ch04","Dec",2013,"shade","low",8.318780429,0.139837076,266.6858575,3.897783082,2.806095465,33.89044571,"25.60416586",15.25495245,0.70008894,0.196091155,0.196376419,"aa","elevated","shade-low","control",224.262830163555
"ch04","Dec",2013,"shade","low",8.300049893,0.140437455,267.3671284,3.888637605,2.789090514,33.77258301,"25.22436401",14.05228435,0.70193254,0.133507012,0.133691088,"aa","elevated","shade-low","control",205.197735432086
"ch04","Dec",2013,"shade","low",8.23810998,0.140071759,267.8515058,3.93642311,2.829870125,33.90884018,"25.32271662",16.21542249,0.70277515,0.294174806,0.294573497,"aa","elevated","shade-low","control",239.847374202136
"ch04","Feb",2014,"shade","high",13.55676365,0.158048468,236.5134,3.227833676,2.121,29.53966713,"17.36138131",12.18312063,0.604837168,0.180877548,0.17823918,"r","elevated","shade-high","control",161.563447394495
"ch04","Dec",2013,"shade","high",17.17523872,0.25469046,232.1342762,6.38808223,2.61756426,34.16662598,"12.06805163",11.26699798,0.642790894,0.197847112,0.198131327,"aa","elevated","shade-high","control",145.323614440126
"ch04","Dec",2013,"shade","high",17.27277497,0.258433965,233.0841733,6.391686511,2.584877342,34.03840637,"12.03089961",12.98064093,0.645616957,0.26911691,0.269497865,"aa","elevated","shade-high","control",168.901008555726
"ch04","Dec",2013,"shade","high",17.35779167,0.261775591,233.9044934,6.430308616,2.570276096,33.98768997,"11.96319875",13.23117513,0.647964574,0.281958482,0.282357961,"aa","elevated","shade-high","control",172.342977155208
"ch04","Dec",2013,"shade","high",17.42802083,0.264960725,234.7659001,6.465668946,2.5560059,33.9281044,"11.92089333",12.91219406,0.65036883,0.260774343,0.261167433,"aa","elevated","shade-high","control",167.934092072015
"ch04","Dec",2013,"sun","high",10.66003072,0.095069856,176.2753246,3.306280329,3.449411672,34.76272583,"19.6894698",11.16825163,0.468011526,0.34823142,0.348850089,"aa","elevated","sun-high","control",145.66340933974
"ch04","Apr",2014,"shade","high",13.83987293,0.182528563,253.1967397,2.217903642,1.277743242,24.00794411,"13.41895675",15.21786934,0.652967045,0.265950427,0.26289375,"b","elevated","shade-high","control",201.157443933049
"ch04","Feb",2014,"sun","high",17.10233762,0.226620703,240.7458,5.050662125,2.365,30.89117432,"12.41798003",12.85314564,0.630890292,0.236942389,0.233259326,"r","elevated","sun-high","control",168.566492227426
"ch04","Feb",2014,"sun","high",16.92423018,0.22009344,239.2307,4.844899342,2.332,30.68115425,"12.4861833",12.95515455,0.626101445,0.244116274,0.240313504,"r","elevated","sun-high","control",169.902138234388
"ch04","Feb",2014,"sun","high",16.65381554,0.215088952,239.1301,4.745937755,2.334,30.67988205,"12.54976312",12.5572541,0.624789612,0.223177341,0.219719564,"r","elevated","sun-high","control",164.508655612418
"ch04","Feb",2014,"sun","high",16.33135654,0.207485719,238.0429,4.507118394,2.293,30.40587997,"12.73373865",11.99186114,0.620983617,0.199973592,0.19688721,"r","elevated","sun-high","control",156.375333914574
"ch04","Jan",2014,"shade","high",13.68422209,0.179314565,253.0066953,2.890973776,1.690029674,27.96098518,"9:41:00",15.85356636,0.648,0.268481738,0.264,"s","elevated","shade-high","control",202.037783254295
"ch04","Jan",2014,"shade","high",13.79053571,0.182194565,253.7364532,2.95768323,1.703178501,28.022892,"9:42:20",15.77042244,0.65,0.21806279,0.215,"s","elevated","shade-high","control",190.495330264721
"ch04","Jan",2014,"shade","high",14.07728551,0.19268581,257.3683039,3.055531448,1.669589179,27.91921997,"9:43:40",15.42147633,0.66,0.186969939,0.184,"s","elevated","shade-high","control",182.076598798679
"ch04","Oct",2013,"shade","high",13.12760534,0.115324816,176.516616,1.811381659,1.612186375,27.89806747,"15.63407291",8.512436726,0.47436258,0.170885019,0.168188034,"ff","elevated","shade-high","control",99.6953392326082
"ch04","Oct",2013,"shade","high",13.23524738,0.117677603,178.4010631,1.830523932,1.59768981,27.87684822,"15.46338639",11.59198771,0.479793957,0.386190629,0.380139294,"ff","elevated","shade-high","control",144.129782581694
"ch04","Oct",2013,"shade","high",13.31257262,0.120200983,180.9130495,1.856398516,1.58758752,27.85170174,"15.28394262",9.354974038,0.486831655,0.193487059,0.190459015,"ff","elevated","shade-high","control",112.109623116843
"ch04","Jan",2014,"shade","low",9.458067614,0.113244457,252.4804256,1.873040549,1.695872229,28.00377846,"9:23:40",23.1580416,0.632,0.530851248,0.523,"s","elevated","shade-low","control",234.663631065498
"ch04","Jan",2014,"shade","low",9.457902574,0.114960001,254.5638386,1.900578011,1.695894248,28.06125832,"9:25:00",23.14154144,0.637,0.316317289,0.311,"s","elevated","shade-low","control",224.663789178421
"ch04","Jan",2014,"sun","high",13.19039634,0.128401293,212.8214783,2.093853137,1.679236651,28.18129349,"8:54:20",15.27946968,0.543,0.171483033,0.169,"s","elevated","sun-high","control",135.901936411561
"ch04","Jan",2014,"sun","high",13.19711131,0.124230928,207.4153011,2.029472659,1.680008726,28.14893532,"8:55:40",15.50651723,0.529,0.167168922,0.165,"s","elevated","sun-high","control",128.470535816415
"ch04","Jan",2014,"sun","high",13.41889808,0.123868884,203.8362675,1.977442042,1.641637141,28.06455421,"8:57:00",15.65538352,0.521,0.184030377,0.181,"s","elevated","sun-high","control",130.919511588556
"ch04","Jan",2014,"sun","high",13.5233667,0.12693342,206.5421611,1.99443202,1.617245279,28.07661629,"8:58:20",15.78949854,0.528,0.235676767,0.232,"s","elevated","sun-high","control",149.16116902283
"ch04","Jan",2014,"sun","high",13.7806754,0.131264179,208.498354,2.025898906,1.590228467,28.19405556,"8:59:40",15.89742182,0.533,0.198258009,0.195,"s","elevated","sun-high","control",138.989558519259
"ch04","Oct",2013,"sun","high",11.75975326,0.089649648,153.0231138,1.469228153,1.668530878,28.00013542,"17.09029703",8.903503751,0.40730725,0.240370797,0.236455442,"ff","elevated","sun-high","control",104.099727903002
"ch04","Oct",2013,"sun","high",11.71243158,0.090397405,155.571905,1.475078171,1.661481272,27.99115944,"17.04692623",10.15899788,0.414139231,0.357410254,0.351636628,"ff","elevated","sun-high","control",122.801632046387
"ch04","Apr",2014,"sun","high",9.775294084,0.068404032,157.3995754,0.792114123,1.172403671,23.65437508,"23.31591186",8.455200534,0.397477841,0.159612519,0.157703728,"b","elevated","sun-high","control",96.1556695632655
"ch04","Dec",2013,"sun","high",10.79142074,0.093741367,171.6611044,3.242176669,3.429969586,34.64361954,"19.31046252",8.849226718,0.45574835,0.175456167,0.175763557,"aa","elevated","sun-high","control",110.156166018438
"ch04","Dec",2013,"sun","high",10.65260689,0.092005691,171.04624,3.171952395,3.417702596,34.54872131,"19.2325275",8.889660101,0.453739549,0.176623595,0.176936749,"aa","elevated","sun-high","control",110.733760854731
"ch04","Apr",2014,"shade","high",13.91989669,0.186920418,255.1095287,2.269853637,1.278490705,24.11454391,"13.4331661",15.78045821,0.658226283,0.304913552,0.301424605,"b","elevated","shade-high","control",209.457583751354
"ch04","Apr",2014,"shade","high",14.02213944,0.188850854,255.1259237,2.277875602,1.270391101,24.13276482,"13.39304932",15.93143293,0.658829475,0.321450716,0.317825878,"b","elevated","shade-high","control",211.504495151059
"ch04","Jan",2014,"shade","high",13.44212356,0.173703443,251.7428111,2.842740349,1.712036977,28.0778141,"9:39:40",15.93826163,0.644,0.237229942,0.234,"s","elevated","shade-high","control",195.079965564254
"ch04","Feb",2014,"shade","high",12.6230362,0.147365225,237.0977,3.336022712,2.34,30.57777023,"16.97124236",12.19383774,0.604621957,0.171233111,0.168726657,"r","elevated","shade-high","control",163.379269456505
"ch04","Jan",2014,"shade","high",14.25643788,0.196974988,258.1985852,3.11931963,1.669508781,27.95177078,"9:45:00",15.25665814,0.663,0.268144141,0.264,"s","elevated","shade-high","control",205.031516820908
"ch04","Jan",2014,"shade","low",9.366938614,0.117696133,258.9261787,1.865444358,1.627352023,27.87698555,"9:19:40",22.74825001,0.648,0.42856349,0.422,"s","elevated","shade-low","control",237.069583743673
"ch04","Jan",2014,"shade","low",9.354565871,0.116959324,258.2821667,1.883148475,1.652937608,27.91353989,"9:21:00",22.93832876,0.646,0.281768376,0.277,"s","elevated","shade-low","control",225.082678511162
"ch04","Jan",2014,"shade","low",9.389809081,0.115046307,255.61228,1.86750937,1.665592417,27.87438965,"9:22:20",23.10294721,0.64,0.132316711,0.13,"s","elevated","shade-low","control",184.647630032242
"ch04","Dec",2013,"sun","high",10.61641677,0.091545479,170.9686714,3.124546988,3.384346436,34.40195084,"19.17572468",9.290612312,0.453479007,0.195350161,0.195677644,"aa","elevated","sun-high","control",116.623096686089
"ch04","Dec",2013,"sun","high",10.67731207,0.091741472,170.4234286,3.088997104,3.340140902,34.2184906,"19.35858531",8.808400124,0.452121438,0.174136002,0.174424709,"aa","elevated","sun-high","control",109.10749193344
"ch04","Mar",2014,"shade","high",15.91148981,0.203835867,244.3160684,3.315138981,1.727718568,25.66797066,"12.97398245",14.74976811,0.633620262,0.311228682,0.306442482,"g","elevated","shade-high","control",193.191314383916
"ch04","Mar",2014,"shade","low",9.55612996,0.098374348,229.2931141,1.26962911,1.319265024,26.16084099,"19.88267182",12.60804241,0.579059608,0.158040418,0.155635999,"g","elevated","shade-low","control",168.826746819195
"ch04","Mar",2014,"shade","low",9.599614545,0.09812848,227.9701685,1.273889966,1.326967099,26.21936607,"19.06597977",12.83423752,0.575981995,0.171773299,0.169138142,"g","elevated","shade-low","control",172.084797485498
"ch04","Feb",2014,"shade","high",12.79931119,0.146310768,234.4978,3.181522462,2.248,30.20358086,"16.84012047",14.02620373,0.598177724,0.286548645,0.282342713,"r","elevated","shade-high","control",189.830650413583
"ch04","Feb",2014,"shade","high",12.81275284,0.148037995,236.1857,3.154951585,2.205,30.0289669,"16.81344364",13.63879231,0.60245915,0.246180124,0.24257166,"r","elevated","shade-high","control",184.139447720104
"ch04","Feb",2014,"shade","high",12.7358273,0.144508075,234.2818,3.033590593,2.169,29.9669323,"16.88603101",13.89496121,0.597017164,0.274858142,0.270840254,"r","elevated","shade-high","control",187.945798427232
"ch04","Mar",2014,"shade","high",16.51729745,0.228953891,252.4516954,3.656448789,1.708837636,26.11588287,"13.13824713",12.30816475,0.656489939,0.177082628,0.174359537,"g","elevated","shade-high","control",159.17717357621
"ch04","Mar",2014,"shade","high",16.31186412,0.21184632,244.1565255,3.600371812,1.807872761,26.52728081,"13.04009942",12.48613483,0.635305556,0.196318069,0.193286625,"g","elevated","shade-high","control",161.067565817944
"ch04","Mar",2014,"shade","high",16.39479439,0.211993802,244.3035474,3.359463721,1.68783091,25.64043999,"12.9494521",13.57243987,0.635494686,0.239802434,0.236097895,"g","elevated","shade-high","control",175.935624203691
"ch04","Mar",2014,"shade","high",16.04522055,0.205466906,244.0662642,3.280665661,1.697472216,25.53233337,"12.90480296",14.45209359,0.633461383,0.28982665,0.285338735,"g","elevated","shade-high","control",188.704824698146
"ch04","Feb",2014,"shade","low",9.366476875,0.104330803,239.716,1.56704832,1.527,29.96306801,"19.71531608",12.1727854,0.60572114,0.131033823,0.12905308,"r","elevated","shade-low","control",168.234632361051
"ch04","Feb",2014,"shade","low",9.331679026,0.100405914,235.5449,1.503133381,1.52,29.79741859,"21.01042436",11.56953747,0.593986711,0.121163033,0.119332234,"r","elevated","shade-low","control",158.527357644486
"ch04","Feb",2014,"shade","low",9.181679473,0.097571903,233.4133,1.531092351,1.591,30.14487267,"20.48766619",13.1867992,0.588615934,0.185183198,0.182361597,"r","elevated","shade-low","control",183.831698795554
"ch04","Feb",2014,"shade","low",9.26821589,0.101172435,237.0529,1.565172442,1.571,30.1300869,"19.97210655",14.51610575,0.598357272,0.285229649,0.28091215,"r","elevated","shade-low","control",204.559027352139
"ch05","Apr",2014,"shade","high",15.66170802,0.22544405,261.9697512,2.373868548,1.130405749,20.89938545,"13.57142506",15.09183356,0.677779743,0.257540759,0.254050798,"e","ambient","shade-high","control",201.157209989776
"ch05","Apr",2014,"sun","high",10.43163164,0.086376335,189.4578969,1.043063913,1.238318161,21.30633163,"16.42248174",12.01960113,0.481468906,0.29348834,0.289314261,"e","ambient","sun-high","control",153.914298677324
"ch05","Apr",2014,"shade","high",15.76000346,0.226456298,261.7053253,2.390853989,1.13375104,20.92435455,"13.54238623",14.04972021,0.677103734,0.207706532,0.204892558,"e","ambient","shade-high","control",185.829023730437
"ch05","Mar",2014,"sun","high",16.54009028,0.148671888,191.4224806,2.201668253,1.535314413,25.90571022,"12.56216815",10.37305958,0.497803394,0.264182552,0.261293812,"i","ambient","sun-high","control",128.813916352351
"ch05","Mar",2014,"shade","low",9.227212898,0.178824131,301.6399177,2.130880572,1.247965864,25.05638695,"19.19653297",19.23050502,0.762379868,0.697909173,0.690368538,"i","ambient","shade-low","control",288.418694573878
"ch05","Mar",2014,"sun","high",17.07613499,0.149082646,185.4004289,2.12388967,1.477703011,25.6021843,"12.58891134",10.84374965,0.483214385,0.33571228,0.332032794,"i","ambient","sun-high","control",134.535042057434
"ch05","Apr",2014,"sun","high",10.52733577,0.087622401,190.149785,1.05215619,1.23193947,21.21625519,"16.57889563",9.409328422,0.483582023,0.138012378,0.136056872,"e","ambient","sun-high","control",113.8715850113
"ch05","Jan",2014,"shade","high",16.11260655,0.235035099,263.1033739,2.277088732,1.046201425,21.24159813,"9:55:40",13.20479602,0.682,0.226400032,0.223,"x","ambient","shade-high","control",191.934627112897
"ch05","Apr",2014,"shade","low",9.07082999,0.091836655,229.6137343,0.9734206,1.08777031,21.35517311,"19.71220615",12.79786594,0.577661467,0.160754454,0.158507878,"e","ambient","shade-low","control",173.187117405142
"ch05","Apr",2014,"shade","low",9.967660597,0.114276596,245.9379215,1.140446213,1.032146358,21.12451172,"17.66450081",14.91783547,0.621678563,0.248423562,0.244938193,"e","ambient","shade-low","control",205.814269311968
"ch05","Mar",2014,"sun","high",17.13780308,0.148466486,183.9700045,2.04351572,1.42784269,25.3042202,"12.51256205",10.58278166,0.479767737,0.319020345,0.315528711,"i","ambient","sun-high","control",130.249910002579
"ch05","Mar",2014,"sun","high",17.3653033,0.151536353,184.8924996,2.01570818,1.381548179,25.07192039,"12.46386532",9.127465279,0.482823676,0.227872508,0.225386281,"i","ambient","sun-high","control",108.686275986575
"ch05","Mar",2014,"sun","high",17.41761618,0.152340841,185.1826205,2.013756453,1.373368889,25.0311451,"12.43995028",10.58008926,0.483757897,0.315088706,0.311644948,"i","ambient","sun-high","control",129.904167644251
"ch05","Apr",2014,"sun","high",10.46679781,0.086448467,188.6323848,1.066697428,1.264962375,21.58699226,"16.39468391",10.6089042,0.479618725,0.186334697,0.183684106,"e","ambient","sun-high","control",132.460356838938
"ch05","Oct",2013,"shade","low",12.12779859,0.385165868,316.1152499,1.479907961,0.436885248,17.75696945,"16.13613584",15.45108749,0.843614606,0.111390787,0.109263037,"gg","ambient","shade-low","control",207.23911286364
"ch05","Oct",2013,"shade","low",12.12923751,0.410867358,319.1850933,1.544278587,0.430720816,17.81886673,"16.1000149",15.54964549,0.852036276,0.11009949,0.10799833,"gg","ambient","shade-low","control",209.018938034431
"ch05","Oct",2013,"sun","high",13.07862408,0.114405143,178.2516562,1.305614242,1.191228187,18.70414925,"14.84232692",9.701691176,0.478305008,0.190381911,0.186815342,"gg","ambient","sun-high","control",109.554877124177
"ch05","Mar",2014,"shade","low",9.316214536,0.179728681,301.1024447,2.15377152,1.25529176,25.1036396,"19.15968753",16.53768497,0.761180246,0.166698335,0.164902365,"i","ambient","shade-low","control",245.215776509823
"ch05","Mar",2014,"shade","low",9.322904562,0.181620407,301.7836307,2.178703391,1.257305928,25.14036369,"19.08104711",13.9937312,0.763101961,0.096070468,0.095035526,"i","ambient","shade-low","control",204.741274645276
"ch05","Oct",2013,"shade","high",16.55932023,0.19886825,220.5546225,1.548902473,0.83560822,18.18941689,"11.40657569",10.51492399,0.603197066,0.169841194,0.166603178,"gg","ambient","shade-high","control",123.05577760846
"ch05","Oct",2013,"shade","high",16.74485949,0.199861946,219.3881636,1.569089938,0.842534147,18.2896328,"11.27129687",12.08945308,0.600386639,0.223872406,0.219591353,"gg","ambient","shade-high","control",144.591721335472
"ch05","Oct",2013,"shade","high",16.87854272,0.201366709,219.1162572,1.570010574,0.837140545,18.26823807,"11.21356909",12.62633519,0.599929973,0.250958248,0.246160253,"gg","ambient","shade-high","control",151.859879477758
"ch05","Oct",2013,"shade","high",16.86964731,0.203006211,220.3667715,1.559194258,0.825054157,18.173666,"11.1455808",13.98157132,0.603278514,0.338801737,0.332364782,"gg","ambient","shade-high","control",170.574679347887
"ch05","Apr",2014,"sun","high",10.85908401,0.105215581,217.662432,1.093092408,1.072915402,20.28755951,"17.87606528",6.588423047,0.553465062,0.075042287,0.073979681,"e","ambient","sun-high","control",72.9562344130315
"ch05","Apr",2014,"sun","high",10.08774479,0.089696621,203.367165,1.189056599,1.35950579,22.28728104,"17.26246346",10.29578207,0.515255728,0.138234053,0.136278142,"e","ambient","sun-high","control",130.391334724663
"ch05","Apr",2014,"sun","high",10.46987759,0.087906254,191.403239,1.136141946,1.32494139,22.06341171,"16.91207581",8.718988756,0.486754613,0.120067093,0.118365437,"e","ambient","sun-high","control",104.203013456103
"ch05","Oct",2013,"shade","low",12.24455762,0.354507974,310.9627078,1.450241024,0.460714595,17.88555908,"16.05650721",15.27895619,0.830083358,0.114700695,0.112508281,"gg","ambient","shade-low","control",204.210454729519
"ch05","Apr",2014,"shade","high",15.72487224,0.217405497,257.0291223,2.32392969,1.144474052,20.99422646,"13.57567962",14.0041491,0.665527913,0.217269638,0.214320555,"e","ambient","shade-high","control",184.654204273027
"ch05","Apr",2014,"shade","high",15.7448967,0.224298487,260.7808711,2.333304468,1.116460969,20.79035378,"13.52408403",13.65721596,0.674827966,0.194574609,0.191936882,"e","ambient","shade-high","control",179.861285646792
"ch05","Dec",2013,"shade","high",15.07006561,0.170428667,206.2514119,4.126220335,2.479048895,31.00935364,"13.59507045",13.11842078,0.562503117,0.421509046,0.42205081,"aa","ambient","shade-high","control",170.498761386303
"ch05","Dec",2013,"shade","low",8.392627515,0.083346457,203.1971324,2.275071771,2.718153637,30.91950226,"23.83002674",12.1203992,0.532701394,0.241109552,0.241420519,"aa","ambient","shade-low","control",168.388774765957
"ch05","Dec",2013,"shade","low",8.831904725,0.084586851,196.9727316,2.308875054,2.71903176,30.90995789,"23.7730568",13.29138841,0.516661823,0.753120294,0.754169856,"aa","ambient","shade-low","control",185.245647898548
"ch05","Apr",2014,"shade","low",9.487541318,0.094656619,226.6674368,0.944057918,1.024936692,20.92606354,"19.12258856",13.53323133,0.571339407,0.2178372,0.214779938,"e","ambient","shade-low","control",183.114079898608
"ch05","Apr",2014,"shade","low",9.676269136,0.104209728,237.9029117,1.003344051,0.992521299,20.84288216,"18.55653537",12.33925697,0.600500777,0.133284883,0.131428289,"e","ambient","shade-low","control",165.304512555215
"ch05","Apr",2014,"shade","low",9.786689606,0.109208637,242.60144,1.052866909,0.995539103,20.88201332,"18.13923458",13.07534925,0.612952291,0.149172347,0.147085718,"e","ambient","shade-low","control",176.994845997695
"ch05","Apr",2014,"shade","low",9.874171958,0.112507325,245.235894,1.111910784,1.021631057,21.03557777,"17.88675791",13.77087751,0.619811994,0.172617905,0.17019437,"e","ambient","shade-low","control",188.033415740285
